Kathgoria,Ypokathgoria,title,link
TA ΜΗΝΑΙΑ,Ιούνιος,25,https://glt.goarch.org/texts/Jun/Jun25.html
TA ΜΗΝΑΙΑ,Ιούνιος,26,https://glt.goarch.org/texts/Jun/Jun26.html
TA ΜΗΝΑΙΑ,Ιούνιος,27,https://glt.goarch.org/texts/Jun/Jun27.html
TA ΜΗΝΑΙΑ,Ιούνιος,28,https://glt.goarch.org/texts/Jun/Jun28.html
TA ΜΗΝΑΙΑ,Ιούνιος,29,https://glt.goarch.org/texts/Jun/Jun29.html
TA ΜΗΝΑΙΑ,Ιούνιος,30,https://glt.goarch.org/texts/Jun/Jun30.html
TA ΜΗΝΑΙΑ,Ιούλιος,01,https://glt.goarch.org/texts/Jul/Jul01.html
TA ΜΗΝΑΙΑ,Ιούλιος,02,https://glt.goarch.org/texts/Jul/Jul02.html
TA ΜΗΝΑΙΑ,Ιούλιος,03,https://glt.goarch.org/texts/Jul/Jul03.html
TA ΜΗΝΑΙΑ,Ιούλιος,04,https://glt.goarch.org/texts/Jul/Jul04.html
TA ΜΗΝΑΙΑ,Ιούλιος,05,https://glt.goarch.org/texts/Jul/Jul05.html
TA ΜΗΝΑΙΑ,Ιούλιος,06,https://glt.goarch.org/texts/Jul/Jul06.html
TA ΜΗΝΑΙΑ,Ιούλιος,07,https://glt.goarch.org/texts/Jul/Jul07.html
TA ΜΗΝΑΙΑ,Ιούλιος,08,https://glt.goarch.org/texts/Jul/Jul08.html
TA ΜΗΝΑΙΑ,Ιούλιος,09,https://glt.goarch.org/texts/Jul/Jul09.html
TA ΜΗΝΑΙΑ,Ιούλιος,10,https://glt.goarch.org/texts/Jul/Jul10.html
TA ΜΗΝΑΙΑ,Ιούλιος,11,https://glt.goarch.org/texts/Jul/Jul11.html
TA ΜΗΝΑΙΑ,Ιούλιος,12,https://glt.goarch.org/texts/Jul/Jul12.html
TA ΜΗΝΑΙΑ,Ιούλιος,13,https://glt.goarch.org/texts/Jul/Jul13.html
TA ΜΗΝΑΙΑ,Ιούλιος,13-19,https://glt.goarch.org/texts/Jul/Jul13-19.html
TA ΜΗΝΑΙΑ,Ιούλιος,14,https://glt.goarch.org/texts/Jul/Jul14.html
TA ΜΗΝΑΙΑ,Ιούλιος,15,https://glt.goarch.org/texts/Jul/15a.html
TA ΜΗΝΑΙΑ,Ιούλιος,16,https://glt.goarch.org/texts/Jul/Jul16.html
TA ΜΗΝΑΙΑ,Ιούλιος,17,https://glt.goarch.org/texts/Jul/Jul17.html
TA ΜΗΝΑΙΑ,Ιούλιος,18,https://glt.goarch.org/texts/Jul/Jul18.html
TA ΜΗΝΑΙΑ,Ιούλιος,19,https://glt.goarch.org/texts/Jul/Jul19.html
TA ΜΗΝΑΙΑ,Ιούλιος,20,https://glt.goarch.org/texts/Jul/Jul20.html
TA ΜΗΝΑΙΑ,Ιούλιος,21,https://glt.goarch.org/texts/Jul/Jul21.html
TA ΜΗΝΑΙΑ,Ιούλιος,22,https://glt.goarch.org/texts/Jul/Jul22.html
TA ΜΗΝΑΙΑ,Ιούλιος,23,https://glt.goarch.org/texts/Jul/Jul23.html
TA ΜΗΝΑΙΑ,Ιούλιος,24,https://glt.goarch.org/texts/Jul/Jul24.html
TA ΜΗΝΑΙΑ,Ιούλιος,25,https://glt.goarch.org/texts/Jul/Jul25.html
TA ΜΗΝΑΙΑ,Ιούλιος,26,https://glt.goarch.org/texts/Jul/Jul26.html
TA ΜΗΝΑΙΑ,Ιούλιος,27,https://glt.goarch.org/texts/Jul/Jul27.html
TA ΜΗΝΑΙΑ,Ιούλιος,28,https://glt.goarch.org/texts/Jul/Jul28.html
TA ΜΗΝΑΙΑ,Ιούλιος,29,https://glt.goarch.org/texts/Jul/Jul29.html
TA ΜΗΝΑΙΑ,Ιούλιος,30,https://glt.goarch.org/texts/Jul/Jul30.html
TA ΜΗΝΑΙΑ,Ιούλιος,31,https://glt.goarch.org/texts/Jul/Jul31.html
TA ΜΗΝΑΙΑ,Αύγουστος,01,https://glt.goarch.org/texts/Aug/Aug01.html
TA ΜΗΝΑΙΑ,Αύγουστος,02,https://glt.goarch.org/texts/Aug/Aug02.html
TA ΜΗΝΑΙΑ,Αύγουστος,03,https://glt.goarch.org/texts/Aug/Aug03.html
TA ΜΗΝΑΙΑ,Αύγουστος,04,https://glt.goarch.org/texts/Aug/Aug04.html
TA ΜΗΝΑΙΑ,Αύγουστος,05,https://glt.goarch.org/texts/Aug/Aug05.html
TA ΜΗΝΑΙΑ,Αύγουστος,06,https://glt.goarch.org/texts/Aug/Aug06.html
TA ΜΗΝΑΙΑ,Αύγουστος,07,https://glt.goarch.org/texts/Aug/Aug07.html
TA ΜΗΝΑΙΑ,Αύγουστος,08,https://glt.goarch.org/texts/Aug/Aug08.html
TA ΜΗΝΑΙΑ,Αύγουστος,09,https://glt.goarch.org/texts/Aug/Aug09.html
TA ΜΗΝΑΙΑ,Αύγουστος,10,https://glt.goarch.org/texts/Aug/Aug10.html
TA ΜΗΝΑΙΑ,Αύγουστος,11,https://glt.goarch.org/texts/Aug/Aug11.html
TA ΜΗΝΑΙΑ,Αύγουστος,12,https://glt.goarch.org/texts/Aug/Aug12.html
TA ΜΗΝΑΙΑ,Αύγουστος,13,https://glt.goarch.org/texts/Aug/Aug13.html
TA ΜΗΝΑΙΑ,Αύγουστος,14,https://glt.goarch.org/texts/Aug/Aug14.html
TA ΜΗΝΑΙΑ,Αύγουστος,15,https://glt.goarch.org/texts/Aug/Aug15.html
TA ΜΗΝΑΙΑ,Αύγουστος,16,https://glt.goarch.org/texts/Aug/Aug16.html
TA ΜΗΝΑΙΑ,Αύγουστος,17,https://glt.goarch.org/texts/Aug/Aug17.html
TA ΜΗΝΑΙΑ,Αύγουστος,18,https://glt.goarch.org/texts/Aug/Aug18.html
TA ΜΗΝΑΙΑ,Αύγουστος,19,https://glt.goarch.org/texts/Aug/Aug19.html
TA ΜΗΝΑΙΑ,Αύγουστος,20,https://glt.goarch.org/texts/Aug/Aug20.html
TA ΜΗΝΑΙΑ,Αύγουστος,21,https://glt.goarch.org/texts/Aug/Aug21.html
TA ΜΗΝΑΙΑ,Αύγουστος,22,https://glt.goarch.org/texts/Aug/Aug22.html
TA ΜΗΝΑΙΑ,Αύγουστος,23,https://glt.goarch.org/texts/Aug/Aug23.html
TA ΜΗΝΑΙΑ,Αύγουστος,24,https://glt.goarch.org/texts/Aug/Aug24.html
TA ΜΗΝΑΙΑ,Αύγουστος,25,https://glt.goarch.org/texts/Aug/Aug25.html
TA ΜΗΝΑΙΑ,Αύγουστος,26,https://glt.goarch.org/texts/Aug/Aug26.html
TA ΜΗΝΑΙΑ,Αύγουστος,27,https://glt.goarch.org/texts/Aug/Aug27.html
TA ΜΗΝΑΙΑ,Αύγουστος,28,https://glt.goarch.org/texts/Aug/Aug28.html
TA ΜΗΝΑΙΑ,Αύγουστος,29,https://glt.goarch.org/texts/Aug/Aug29.html
TA ΜΗΝΑΙΑ,Αύγουστος,30,https://glt.goarch.org/texts/Aug/Aug30.html
TA ΜΗΝΑΙΑ,Αύγουστος,31,https://glt.goarch.org/texts/Aug/Aug31.html
TA ΜΗΝΑΙΑ,,ΚΑΤΑΒΑΣΙΑΙ,https://glt.goarch.org/texts/Synek/Katabasiai.html
TA ΜΗΝΑΙΑ,,Μεγαλυνάρια,https://glt.goarch.org/texts/Synek/Megalynaria.html
TA ΜΗΝΑΙΑ,,ΕΓΚΟΛΠΙΟΝ ΤΟΥ ΟΡΘΡΟΥ,https://glt.goarch.org/texts/Synek/orthrosegkolpion.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Κυριακή,https://glt.goarch.org/texts/Och/Tone1Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Δευτέρα,https://glt.goarch.org/texts/Och/Tone1Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Τρίτη,https://glt.goarch.org/texts/Och/Tone1Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Τετάρτη,https://glt.goarch.org/texts/Och/Tone1Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Πέμπτη,https://glt.goarch.org/texts/Och/Tone1Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Παρασκευή,https://glt.goarch.org/texts/Och/Tone1Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος α',Σάββατον,https://glt.goarch.org/texts/Och/Tone1Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Κυριακή,https://glt.goarch.org/texts/Och/Tone2Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Δευτέρα,https://glt.goarch.org/texts/Och/Tone2Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Τρίτη,https://glt.goarch.org/texts/Och/Tone2Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Τετάρτη,https://glt.goarch.org/texts/Och/Tone2Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Πέμπτη,https://glt.goarch.org/texts/Och/Tone2Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Παρασκευή,https://glt.goarch.org/texts/Och/Tone2Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος β',Σάββατον,https://glt.goarch.org/texts/Och/Tone2Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Κυριακή,https://glt.goarch.org/texts/Och/Tone3Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Δευτέρα,https://glt.goarch.org/texts/Och/Tone3Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Τρίτη,https://glt.goarch.org/texts/Och/Tone3Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Τετάρτη,https://glt.goarch.org/texts/Och/Tone3Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Πέμπτη,https://glt.goarch.org/texts/Och/Tone3Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Παρασκευή,https://glt.goarch.org/texts/Och/Tone3Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος γ',Σάββατον,https://glt.goarch.org/texts/Och/Tone3Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Κυριακή,https://glt.goarch.org/texts/Och/Tone4Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Δευτέρα,https://glt.goarch.org/texts/Och/Tone4Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Τρίτη,https://glt.goarch.org/texts/Och/Tone4Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Τετάρτη,https://glt.goarch.org/texts/Och/Tone4Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Πέμπτη,https://glt.goarch.org/texts/Och/Tone4Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Παρασκευή,https://glt.goarch.org/texts/Och/Tone4Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος δ',Σάββατον,https://glt.goarch.org/texts/Och/Tone4Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Κυριακή,https://glt.goarch.org/texts/Och/Tone5Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Δευτέρα,https://glt.goarch.org/texts/Och/Tone5Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Τρίτη,https://glt.goarch.org/texts/Och/Tone5Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Τετάρτη,https://glt.goarch.org/texts/Och/Tone5Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Πέμπτη,https://glt.goarch.org/texts/Och/Tone5Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Παρασκευή,https://glt.goarch.org/texts/Och/Tone5Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. α',Σάββατον,https://glt.goarch.org/texts/Och/Tone5Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Κυριακή,https://glt.goarch.org/texts/Och/Tone6Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Δευτέρα,https://glt.goarch.org/texts/Och/Tone6Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Τρίτη,https://glt.goarch.org/texts/Och/Tone6Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Τετάρτη,https://glt.goarch.org/texts/Och/Tone6Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Πέμπτη,https://glt.goarch.org/texts/Och/Tone6Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Παρασκευή,https://glt.goarch.org/texts/Och/Tone6Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. β',Σάββατον,https://glt.goarch.org/texts/Och/Tone6Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Κυριακή,https://glt.goarch.org/texts/Och/Tone7Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Δευτέρα,https://glt.goarch.org/texts/Och/Tone7Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Τρίτη,https://glt.goarch.org/texts/Och/Tone7Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Τετάρτη,https://glt.goarch.org/texts/Och/Tone7Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Πέμπτη,https://glt.goarch.org/texts/Och/Tone7Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Παρασκευή,https://glt.goarch.org/texts/Och/Tone7Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος βαρύς,Σάββατον,https://glt.goarch.org/texts/Och/Tone7Sat.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Κυριακή,https://glt.goarch.org/texts/Och/Tone8Sun.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Δευτέρα,https://glt.goarch.org/texts/Och/Tone8Mon.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Τρίτη,https://glt.goarch.org/texts/Och/Tone8Tue.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Τετάρτη,https://glt.goarch.org/texts/Och/Tone8Wed.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Πέμπτη,https://glt.goarch.org/texts/Och/Tone8Thu.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Παρασκευή,https://glt.goarch.org/texts/Och/Tone8Fri.html
ΟΚΤΩΗΧΟΣ,Ήχος πλ. δ',Σάββατον,https://glt.goarch.org/texts/Och/Tone8Sat.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Α',https://glt.goarch.org/texts/Och/Eothina1.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Β',https://glt.goarch.org/texts/Och/Eothina2.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Γ',https://glt.goarch.org/texts/Och/Eothina3.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Δ',https://glt.goarch.org/texts/Och/Eothina4.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Ε',https://glt.goarch.org/texts/Och/Eothina5.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,ΣΤ',https://glt.goarch.org/texts/Och/Eothina6.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Ζ',https://glt.goarch.org/texts/Och/Eothina7.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Η',https://glt.goarch.org/texts/Och/Eothina8.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Θ',https://glt.goarch.org/texts/Och/Eothina9.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Ι',https://glt.goarch.org/texts/Och/Eothina10.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,ΙΑ',https://glt.goarch.org/texts/Och/Eothina11.html
ΟΚΤΩΗΧΟΣ,ΕΩΘΙΝΑ ΚΕΙΜΕΝΑ,Α'- ΙΑ',https://glt.goarch.org/texts/Och/Eothina.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος α',https://glt.goarch.org/texts/Och/Theotokia1.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος β',https://glt.goarch.org/texts/Och/Theotokia2.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος γ',https://glt.goarch.org/texts/Och/Theotokia3.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος δ',https://glt.goarch.org/texts/Och/Theotokia4.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος πλ. α',https://glt.goarch.org/texts/Och/Theotokia5.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος πλ. β',https://glt.goarch.org/texts/Och/Theotokia6.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος βαρύς,https://glt.goarch.org/texts/Och/Theotokia7.html
ΟΚΤΩΗΧΟΣ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,Ήχος πλ. δ',https://glt.goarch.org/texts/Och/Theotokia8.html
ΟΚΤΩΗΧΟΣ,ΤΑ ΛΟΙΠΑ,ΥΜΝΟΙ ΤΡΙΑΔΙΚΟΙ,https://glt.goarch.org/texts/Och/Triadikoi.html
ΟΚΤΩΗΧΟΣ,ΤΑ ΛΟΙΠΑ,ΦΩΤΑΓΩΓΙΚΑ,https://glt.goarch.org/texts/Och/Phota.html
ΟΚΤΩΗΧΟΣ,ΤΑ ΛΟΙΠΑ,ΕΞΑΠΟΣΤΕΙΛΑΡΙΑ ΤΗΣ ΟΛΗΣ ΕΒΔΟΜΑΔΟΣ,https://glt.goarch.org/texts/Och/Exaposteilaria.html
ΟΚΤΩΗΧΟΣ,ΤΑ ΛΟΙΠΑ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΟΝ ΗΧΟΝ,https://glt.goarch.org/texts/Och/Theotokia.html
ΟΚΤΩΗΧΟΣ,ΤΑ ΛΟΙΠΑ,ΘΕΟΤΟΚΙΑ ΕΙΣ ΕΚΑΣΤΗΝ ΗΜΕΡΑΝ,https://glt.goarch.org/texts/Och/Daily.html
ΤΡΙΩΔΙΟΝ,ΤΟΥ ΤΕΛΩΝΟΥ ΚΑΙ ΤΟΥ ΦΑΡΙΣΑΙΟΥ,Κυριακή,https://glt.goarch.org/texts/Tri/t70.html
ΤΡΙΩΔΙΟΝ,ΤΟΥ ΑΣΩΤΟΥ,Κυριακή,https://glt.goarch.org/texts/Tri/t63.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΑΠΟΚΡΕΩ,Σάββατον,https://glt.goarch.org/texts/Tri/t57.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΑΠΟΚΡΕΩ,Κυριακή,https://glt.goarch.org/texts/Tri/t56.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Δευτέρα,https://glt.goarch.org/texts/Tri/t55.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Τρίτη,https://glt.goarch.org/texts/Tri/t54.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Τετάρτη,https://glt.goarch.org/texts/Tri/t53.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Πέμπτη,https://glt.goarch.org/texts/Tri/t52.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Παρασκευή,https://glt.goarch.org/texts/Tri/t51.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Σάββατον,https://glt.goarch.org/texts/Tri/t50.html
ΤΡΙΩΔΙΟΝ,ΤΗΣ ΤΥΡΙΝΗΣ,Κυριακή,https://glt.goarch.org/texts/Tri/t49.html
ΤΡΙΩΔΙΟΝ,Α' ΕΒΔΟΜΑΔΟΣ,Δευτέρα,https://glt.goarch.org/texts/Tri/t48.html
ΤΡΙΩΔΙΟΝ,Α' ΕΒΔΟΜΑΔΟΣ,Τρίτη,https://glt.goarch.org/texts/Tri/t47.html
